stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2017-02-20 21:07:00,556.0,557.8,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 21:08:00,556.2,558.0,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:09:00,556.6,558.4,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 21:10:00,556.2,558.0,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 21:11:00,556.4,558.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:12:00,556.2,557.8,9.0,-180.0,-360.0,0.0,-180.0,-360.0
2017-02-20 21:13:00,556.4,558.2,9.0,180.0,360.0,0.0,180.0,360.0
2017-02-20 21:14:00,556.2,558.0,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 21:15:00,555.8,557.6,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 21:16:00,555.8,557.4,9.0,0.0,-180.0,0.0,0.0,-180.0
2017-02-20 21:17:00,555.8,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 21:18:00,555.2,556.8,9.0,-540.0,-540.0,0.0,-540.0,-540.0
2017-02-20 21:19:00,555.4,557.2,9.0,180.0,360.0,0.0,180.0,360.0
2017-02-20 21:20:00,555.2,556.8,9.0,-180.0,-360.0,0.0,-180.0,-360.0
2017-02-20 21:21:00,555.4,557.2,9.0,180.0,360.0,0.0,180.0,360.0
2017-02-20 21:22:00,555.2,556.8,9.0,-180.0,-360.0,0.0,-180.0,-360.0
2017-02-20 21:23:00,554.8,556.4,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 21:24:00,554.8,556.6,9.0,0.0,180.0,0.0,0.0,180.0
2017-02-20 21:25:00,554.6,556.6,9.0,-180.0,0.0,0.0,-180.0,0.0
2017-02-20 21:26:00,555.0,556.8,9.0,360.0,180.0,0.0,360.0,180.0
2017-02-20 21:27:00,554.6,556.2,9.0,-360.0,-540.0,0.0,-360.0,-540.0
2017-02-20 21:28:00,554.6,556.4,9.0,0.0,180.0,0.0,0.0,180.0
2017-02-20 21:29:00,554.6,556.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 21:30:00,554.8,556.6,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:31:00,554.6,556.4,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 21:32:00,555.0,556.8,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 21:33:00,555.0,556.8,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 21:35:00,555.0,556.8,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 21:36:00,555.2,557.0,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:37:00,555.4,557.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:38:00,555.2,557.0,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 21:39:00,555.4,557.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:40:00,555.6,557.4,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:41:00,555.0,556.8,9.0,-540.0,-540.0,0.0,-540.0,-540.0
2017-02-20 21:42:00,555.4,557.2,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 21:43:00,555.2,557.0,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 21:44:00,555.0,556.8,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 21:45:00,554.6,556.4,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 21:46:00,555.0,556.8,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 21:47:00,555.4,557.2,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 21:48:00,555.0,556.8,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 21:49:00,555.0,556.8,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 21:50:00,555.2,557.0,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:51:00,555.2,557.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 21:52:00,555.4,557.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:53:00,555.2,557.0,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 21:54:00,555.2,557.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 21:55:00,555.0,556.8,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 21:56:00,555.2,557.0,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:57:00,555.4,557.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:58:00,555.6,557.4,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 21:59:00,555.8,557.6,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:00:00,555.2,557.0,9.0,-540.0,-540.0,0.0,-540.0,-540.0
2017-02-20 22:01:00,555.2,557.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:02:00,555.0,556.8,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 22:03:00,555.2,557.0,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:05:00,555.4,557.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:06:00,555.4,557.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:07:00,555.8,557.6,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 22:08:00,555.6,557.4,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 22:09:00,555.6,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:10:00,555.6,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:11:00,555.6,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:12:00,555.6,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:13:00,555.6,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:14:00,555.4,557.2,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 22:15:00,555.4,557.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:16:00,555.4,557.4,9.0,0.0,180.0,0.0,0.0,180.0
2017-02-20 22:17:00,555.4,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:18:00,555.4,557.2,9.0,0.0,-180.0,0.0,0.0,-180.0
2017-02-20 22:19:00,555.4,557.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:20:00,555.6,557.4,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:21:00,555.8,557.8,9.0,180.0,360.0,0.0,180.0,360.0
2017-02-20 22:22:00,555.8,557.6,9.0,0.0,-180.0,0.0,0.0,-180.0
2017-02-20 22:23:00,555.6,557.4,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 22:24:00,555.6,557.6,9.0,0.0,180.0,0.0,0.0,180.0
2017-02-20 22:25:00,555.6,557.6,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:26:00,555.8,557.6,9.0,180.0,0.0,0.0,180.0,0.0
2017-02-20 22:27:00,555.6,557.4,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 22:28:00,555.8,557.6,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:29:00,555.8,557.6,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:30:00,556.2,558.0,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 22:31:00,555.8,557.6,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 22:32:00,555.6,557.4,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 22:34:00,555.8,557.6,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:35:00,555.4,557.2,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 22:36:00,555.4,557.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:37:00,555.2,557.0,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 22:38:00,555.2,557.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:39:00,555.2,557.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:40:00,555.4,557.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:41:00,555.4,557.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:42:00,555.2,557.0,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 22:43:00,555.4,557.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:44:00,555.4,557.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:45:00,555.4,557.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:46:00,555.4,557.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:47:00,555.6,557.4,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:48:00,555.6,557.6,9.0,0.0,180.0,0.0,0.0,180.0
2017-02-20 22:49:00,555.6,557.4,9.0,0.0,-180.0,0.0,0.0,-180.0
2017-02-20 22:50:00,555.6,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:51:00,555.6,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:52:00,555.6,557.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:53:00,555.4,557.4,9.0,-180.0,0.0,0.0,-180.0,0.0
2017-02-20 22:54:00,555.6,557.6,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 22:55:00,555.6,557.6,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 22:56:00,555.6,557.4,9.0,0.0,-180.0,0.0,0.0,-180.0
2017-02-20 22:57:00,555.8,557.8,9.0,180.0,360.0,0.0,180.0,360.0
2017-02-20 22:58:00,556.0,557.8,9.0,180.0,0.0,0.0,180.0,0.0
2017-02-20 22:59:00,556.2,558.0,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 23:00:00,555.8,557.6,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 23:01:00,555.8,557.6,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:03:00,556.2,558.0,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 23:04:00,556.4,558.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 23:05:00,556.4,558.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:06:00,556.6,558.6,9.0,180.0,360.0,0.0,180.0,360.0
2017-02-20 23:07:00,556.6,558.4,9.0,0.0,-180.0,0.0,0.0,-180.0
2017-02-20 23:08:00,556.2,558.0,9.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-02-20 23:09:00,556.2,558.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:10:00,556.2,558.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:11:00,556.2,558.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:12:00,556.2,558.0,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:13:00,556.4,558.4,9.0,180.0,360.0,0.0,180.0,360.0
2017-02-20 23:14:00,556.2,558.2,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 23:15:00,556.0,558.0,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 23:16:00,555.8,557.8,9.0,-180.0,-180.0,0.0,-180.0,-180.0
2017-02-20 23:17:00,556.2,558.2,9.0,360.0,360.0,0.0,360.0,360.0
2017-02-20 23:18:00,556.4,558.4,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 23:19:00,556.6,558.4,9.0,180.0,0.0,0.0,180.0,0.0
2017-02-20 23:20:00,556.6,558.6,9.0,0.0,180.0,0.0,0.0,180.0
2017-02-20 23:21:00,556.6,558.6,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:22:00,556.4,558.2,9.0,-180.0,-360.0,0.0,-180.0,-360.0
2017-02-20 23:23:00,557.0,559.0,9.0,540.0,720.0,0.0,540.0,720.0
2017-02-20 23:24:00,557.2,559.2,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 23:25:00,557.2,559.2,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:26:00,556.6,558.4,9.0,-540.0,-720.0,0.0,-540.0,-720.0
2017-02-20 23:27:00,556.8,558.6,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 23:28:00,557.2,559.2,9.0,360.0,540.0,0.0,360.0,540.0
2017-02-20 23:29:00,557.4,559.4,9.0,180.0,180.0,0.0,180.0,180.0
2017-02-20 23:30:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:31:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:33:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:34:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:35:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:36:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:37:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:38:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:39:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:40:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:41:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:42:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:43:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:44:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:45:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:46:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:47:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:48:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:49:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:50:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:51:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:52:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:53:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:54:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:55:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:56:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:57:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-20 23:59:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:00:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:01:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:02:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:03:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:04:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:05:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:06:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:07:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:08:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:09:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:10:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:11:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:12:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:13:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:14:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:15:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:16:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:17:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:18:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:19:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:20:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:21:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:22:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:23:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:24:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:25:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:26:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:27:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:29:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:30:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:31:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:32:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:33:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:34:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:35:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:36:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:37:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:38:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:39:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:40:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:41:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:42:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:43:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:44:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:45:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:46:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:47:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:48:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:49:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:50:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:51:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:52:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:53:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:54:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:55:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:56:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:58:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 00:59:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:00:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:01:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:02:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:03:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:04:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:05:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:06:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:07:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:08:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:09:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:10:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:11:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:12:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:13:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:14:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:15:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:16:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:17:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:18:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:19:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:20:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:21:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:22:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:23:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:24:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:25:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:27:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:28:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:29:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:30:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:31:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:32:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:33:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:34:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:35:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:36:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:37:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:38:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:39:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:40:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:41:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:42:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:43:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:44:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:45:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:46:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:47:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:48:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:49:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:50:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:51:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:52:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:53:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:54:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:56:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:57:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:58:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 01:59:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:00:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:01:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:02:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:03:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:04:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:05:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:06:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:07:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:08:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:09:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:10:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:11:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:12:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:13:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:14:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:15:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:16:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:17:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:18:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:19:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:20:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:21:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
2017-02-21 02:22:00,557.4,559.4,9.0,0.0,0.0,0.0,0.0,0.0
